CustomerID,total_transactions,total_quantity,total_revenue,avg_order_value,first_purchase_date,last_purchase_date,recency_days
13951,3,459,674.45,17.293589743589745,2011-02-18 15:21:00,2011-06-16 16:43:00,175
13952,2,1431,3251.071,23.730445255474454,2011-04-15 09:27:00,2011-05-06 09:00:00,217
13953,7,2724,3515.68,175.784,2010-12-22 10:29:00,2011-12-02 16:04:00,6
13954,2,150,439.92,17.5968,2011-09-30 10:52:00,2011-12-08 12:50:00,1
13955,2,154,322.96,9.786666666666665,2011-02-07 12:24:00,2011-07-08 17:19:00,153
13956,5,486,1019.27,6.933809523809524,2011-03-13 12:51:00,2011-12-04 13:20:00,4
13959,3,355,594.04,6.600444444444444,2010-12-12 13:56:00,2011-09-21 15:06:00,78
13960,2,142,230.22,19.185,2011-09-29 12:39:00,2011-11-18 15:27:00,20
13962,2,87,169.55,15.413636363636364,2011-04-08 11:21:00,2011-11-18 08:47:00,21
13963,4,460,664.54,18.986857142857144,2010-12-07 09:21:00,2011-02-04 14:43:00,307
13967,1,42,80.7,40.35,2011-07-17 12:02:00,2011-07-17 12:02:00,145
13969,18,4528,9024.17,14.578626817447496,2010-12-09 19:32:00,2011-12-02 15:11:00,6
13971,8,1844,2758.26,18.511812080536913,2011-02-27 12:27:00,2011-11-21 12:06:00,18
13972,2,187,190.25,12.683333333333334,2011-05-22 11:34:00,2011-09-30 11:54:00,70
13973,1,109,264.7,24.063636363636363,2011-02-25 15:21:00,2011-02-25 15:21:00,286
13974,1,249,413.59000000000003,14.77107142857143,2011-10-21 14:41:00,2011-10-21 14:41:00,48
13975,6,1697,2461.2400000000002,7.480972644376901,2011-03-08 12:19:00,2011-11-08 13:19:00,30
13976,1,154,357.98,35.798,2011-05-17 09:13:00,2011-05-17 09:13:00,206
13978,2,315,196.79000000000002,13.119333333333335,2011-10-25 15:04:00,2011-11-25 11:36:00,14
13979,1,639,869.87,16.108703703703704,2011-09-27 13:32:00,2011-09-27 13:32:00,72
13980,1,172,200.14,18.19454545454545,2011-10-10 13:34:00,2011-10-10 13:34:00,59
13982,4,1136,1871.81,16.863153153153153,2010-12-09 13:57:00,2011-10-31 16:24:00,38
13983,12,1183,2603.43,24.3311214953271,2010-12-08 10:38:00,2011-11-10 11:06:00,29
13984,5,679,920.51,57.531875,2010-12-08 15:58:00,2011-11-13 12:38:00,26
13985,15,3445,7060.13,20.229598853868197,2011-03-20 13:48:00,2011-12-05 17:06:00,3
13986,1,430,320.46,24.650769230769228,2011-11-22 15:00:00,2011-11-22 15:00:00,16
13988,6,3044,4147.96,17.726324786324785,2011-03-30 11:48:00,2011-11-20 10:15:00,19
13989,2,1313,1266.08,30.88,2011-04-14 15:39:00,2011-10-05 09:47:00,65
13990,1,190,311.3,19.45625,2011-05-10 15:19:00,2011-05-10 15:19:00,212
13991,6,995,852.88,10.400975609756097,2011-07-19 12:58:00,2011-11-27 16:18:00,11
13992,1,64,76.8,15.36,2011-11-09 15:23:00,2011-11-09 15:23:00,29
13993,9,900,3466.36,28.647603305785125,2011-01-13 10:43:00,2011-10-28 09:06:00,42
13994,6,932,2274.14,15.36581081081081,2011-07-14 18:28:00,2011-12-06 11:05:00,3
13995,5,879,1393.69,16.205697674418605,2011-04-08 08:20:00,2011-11-24 14:22:00,14
13999,12,2243,3901.81,18.758701923076924,2010-12-13 11:23:00,2011-11-29 13:40:00,9
14000,1,710,635.66,42.37733333333333,2011-05-12 16:50:00,2011-05-12 16:50:00,210
14001,3,962,2043.0800000000002,52.38666666666667,2010-12-01 12:58:00,2011-10-25 10:31:00,45
14002,2,877,529.73,11.270851063829788,2011-07-06 14:59:00,2011-07-28 15:55:00,133
14004,7,2668,4582.64,26.799064327485382,2011-02-24 09:28:00,2011-10-27 14:40:00,42
14005,5,2478,2874.72,34.22285714285714,2011-05-08 10:33:00,2011-11-30 12:41:00,9
14006,3,641,962.19,32.073,2011-01-31 15:11:00,2011-08-16 09:39:00,115
14009,2,365,695.61,16.562142857142856,2011-05-18 13:00:00,2011-05-25 15:47:00,197
14012,1,160,328.8,29.89090909090909,2011-03-07 12:26:00,2011-03-07 12:26:00,277
14013,3,462,473.02,13.91235294117647,2011-03-09 08:59:00,2011-08-21 15:01:00,109
14014,1,1076,505.18,12.953333333333333,2011-09-23 13:18:00,2011-09-23 13:18:00,76
14015,1,378,917.34,45.867000000000004,2011-10-18 10:02:00,2011-10-18 10:02:00,52
14016,4,2125,4341.21,26.964037267080744,2010-12-17 14:21:00,2011-07-01 11:29:00,161
14019,3,1037,1421.61,21.539545454545454,2011-07-24 15:39:00,2011-10-24 10:13:00,46
14020,2,441,642.8,16.48205128205128,2011-09-12 15:32:00,2011-11-23 09:22:00,16
14021,3,192,631.9,28.722727272727273,2011-03-28 15:10:00,2011-07-07 15:46:00,154
14022,1,487,440.0,15.714285714285714,2011-04-28 14:39:00,2011-04-28 14:39:00,224
14023,2,345,584.07,18.840967741935486,2011-04-03 15:50:00,2011-12-02 13:58:00,6
14024,2,150,327.7,20.48125,2011-08-07 13:31:00,2011-08-10 11:30:00,121
14027,1,62,104.82,17.47,2011-10-10 09:01:00,2011-10-10 09:01:00,60
14029,2,198,467.66,31.177333333333333,2011-07-18 16:57:00,2011-10-07 14:46:00,62
14030,8,1478,2358.84,9.747272727272728,2010-12-08 16:11:00,2011-11-21 16:48:00,17
14031,19,5788,17286.86,69.14744,2010-12-02 16:34:00,2011-12-02 17:13:00,6
14032,11,2032,2975.59,20.80832167832168,2010-12-08 10:53:00,2011-12-07 15:23:00,1
14034,3,420,648.89,7.545232558139535,2011-07-05 13:06:00,2011-11-17 14:02:00,21
14035,5,739,1428.02,21.636666666666667,2011-02-15 12:48:00,2011-11-11 10:03:00,28
14036,1,268,626.65,16.49078947368421,2011-02-28 09:26:00,2011-02-28 09:26:00,284
14037,2,46,147.20000000000002,5.257142857142858,2010-12-10 11:39:00,2011-06-16 13:57:00,175
14038,3,965,1560.38,16.960652173913044,2011-05-16 14:05:00,2011-09-22 13:37:00,77
14039,1,92,152.2,25.366666666666664,2011-11-06 13:48:00,2011-11-06 13:48:00,32
14040,12,1544,3560.32,15.547248908296943,2011-01-12 14:57:00,2011-10-30 12:42:00,40
14041,1,94,141.41,6.733809523809524,2011-03-18 13:25:00,2011-03-18 13:25:00,265
14044,4,304,646.42,3.1379611650485435,2011-02-03 11:39:00,2011-11-13 12:05:00,26
14045,4,535,1659.75,276.625,2010-12-01 11:32:00,2011-08-22 15:27:00,108
14046,1,460,154.99,11.070714285714287,2011-02-28 14:48:00,2011-02-28 14:48:00,283
14047,5,381,1308.6100000000001,40.894062500000004,2010-12-02 10:09:00,2011-12-01 11:43:00,8
14048,1,288,409.93,4.822705882352941,2011-02-07 14:53:00,2011-02-07 14:53:00,304
14049,4,3808,5578.72,11.670962343096235,2011-01-26 11:27:00,2011-11-23 12:20:00,16
14050,2,689,746.36,13.821481481481483,2011-08-25 13:46:00,2011-11-08 10:00:00,31
14051,23,3756,15610.390000000001,74.33519047619048,2010-12-08 12:49:00,2011-12-09 10:20:00,0
14052,1,89,225.36,4.024285714285715,2011-11-20 12:30:00,2011-11-20 12:30:00,19
14053,2,215,260.25,65.0625,2011-07-03 12:21:00,2011-08-07 14:27:00,123
14054,1,62,92.46,15.409999999999998,2011-10-05 15:49:00,2011-10-05 15:49:00,64
14055,1,216,725.6400000000001,72.56400000000001,2011-08-25 15:04:00,2011-08-25 15:04:00,105
14056,23,4252,8152.71,7.493299632352941,2011-02-28 15:19:00,2011-12-08 13:36:00,0
14057,17,4873,6211.66,21.949328621908126,2010-12-14 12:11:00,2011-11-16 10:32:00,23
14059,1,128,183.6,22.95,2011-03-18 10:06:00,2011-03-18 10:06:00,266
14060,19,5386,6140.42,30.39811881188119,2010-12-02 12:11:00,2011-12-05 12:29:00,4
14062,12,5593,10464.85,94.27792792792793,2010-12-10 15:56:00,2011-11-30 10:04:00,9
14064,5,1772,1334.34,17.329090909090908,2011-03-10 12:59:00,2011-11-10 13:14:00,28
14066,1,45,152.55,21.792857142857144,2011-03-18 12:21:00,2011-03-18 12:21:00,266
14067,2,361,374.7,7.2057692307692305,2011-09-04 12:00:00,2011-10-07 10:21:00,63
14068,1,73,265.85,11.077083333333334,2011-01-23 16:02:00,2011-01-23 16:02:00,319
14071,8,994,1437.57,4.450681114551084,2011-03-20 11:33:00,2011-12-06 12:27:00,3
14073,1,130,151.04,11.618461538461538,2011-11-07 15:49:00,2011-11-07 15:49:00,31
14075,3,754,942.26,21.913023255813954,2011-03-23 16:35:00,2011-12-05 08:38:00,4
14076,1,79,118.67,2.6970454545454547,2011-08-02 15:19:00,2011-08-02 15:19:00,128
14077,5,268,499.41999999999996,11.89095238095238,2011-03-10 15:52:00,2011-10-30 12:35:00,40
14078,6,310,1049.37,16.144153846153845,2010-12-01 12:54:00,2011-08-30 12:16:00,101
14079,1,301,375.1,31.258333333333336,2011-08-07 12:10:00,2011-08-07 12:10:00,124
14080,1,48,45.599999999999994,11.399999999999999,2011-11-07 11:09:00,2011-11-07 11:09:00,32
14081,2,592,921.62,6.1441333333333334,2010-12-05 15:47:00,2011-02-10 16:17:00,301
14082,1,110,182.25,6.2844827586206895,2010-12-10 11:02:00,2010-12-10 11:02:00,364
14083,9,705,1002.9,5.6661016949152545,2010-12-03 12:24:00,2011-12-05 13:14:00,3
14085,18,3177,4421.29,9.868950892857143,2010-12-06 12:39:00,2011-12-07 13:46:00,1
14087,1,250,191.47,2.8157352941176472,2011-12-07 12:41:00,2011-12-07 12:41:00,2
14088,13,12665,50491.81,85.7246349745331,2011-01-21 13:07:00,2011-11-29 16:16:00,9
14089,1,133,158.75,12.211538461538462,2011-10-14 10:38:00,2011-10-14 10:38:00,56
14090,1,72,76.32000000000001,76.32000000000001,2011-01-19 10:51:00,2011-01-19 10:51:00,324
14092,14,2066,4076.91,19.050981308411213,2010-12-16 15:47:00,2011-12-02 12:13:00,7
14093,1,391,433.86,4.3386000000000005,2011-11-27 16:27:00,2011-11-27 16:27:00,11
14096,17,16352,65164.79,12.749909998043435,2011-08-30 10:49:00,2011-12-05 17:17:00,3
14098,1,104,147.35,7.016666666666667,2011-11-03 10:13:00,2011-11-03 10:13:00,36
14099,11,2179,3104.17,12.41668,2010-12-20 11:14:00,2011-11-23 13:53:00,15
14100,1,63,191.95000000000002,7.678000000000001,2011-07-25 11:01:00,2011-07-25 11:01:00,137
14101,6,6942,5976.79,170.76542857142857,2011-01-17 13:09:00,2011-09-27 12:28:00,73
14102,5,769,1105.8799999999999,19.066896551724135,2011-10-26 12:46:00,2011-12-04 15:38:00,4
14104,2,72,216.20999999999998,10.295714285714284,2011-06-27 12:49:00,2011-07-08 12:50:00,154
14105,1,800,1266.23,17.111216216216217,2011-04-14 17:58:00,2011-04-14 17:58:00,238
14107,7,1793,2703.23,21.977479674796747,2010-12-10 13:29:00,2011-10-19 12:12:00,51
14108,2,381,597.91,17.585588235294118,2011-08-30 11:32:00,2011-11-09 10:41:00,30
14109,1,88,144.2,16.022222222222222,2011-09-28 10:18:00,2011-09-28 10:18:00,72
14110,12,2445,5683.15,36.66548387096774,2011-03-18 09:59:00,2011-12-06 12:26:00,3
14111,4,458,692.85,69.285,2011-04-12 11:36:00,2011-11-25 13:44:00,13
14112,7,1651,2915.15,18.2196875,2011-03-09 11:28:00,2011-11-17 12:30:00,22
14113,4,745,1840.42,54.13,2010-12-20 12:14:00,2011-12-06 12:18:00,3
14114,2,101,386.53,25.768666666666665,2011-01-13 11:05:00,2011-03-11 09:42:00,273
14116,5,707,1382.74,19.204722222222223,2011-08-10 12:44:00,2011-11-20 10:29:00,19
14117,1,72,90.0,30.0,2011-07-19 09:49:00,2011-07-19 09:49:00,143
14121,4,2082,2780.15,17.485220125786164,2011-10-11 10:39:00,2011-12-06 12:19:00,3
14124,1,1618,419.58000000000004,83.91600000000001,2011-09-16 13:32:00,2011-09-16 13:32:00,83
14125,3,1628,2720.63,16.38933734939759,2011-09-22 15:40:00,2011-11-29 12:47:00,10
14126,3,508,706.1300000000001,47.07533333333334,2011-11-29 12:21:00,2011-12-02 11:45:00,7
14127,3,321,709.71,16.129772727272726,2011-02-02 12:26:00,2011-08-09 10:49:00,122
14128,2,564,637.5,13.858695652173912,2011-03-29 10:49:00,2011-10-10 12:00:00,60
14129,5,592,1123.8600000000001,21.61269230769231,2011-03-24 08:44:00,2011-12-08 11:02:00,1
14130,1,257,480.91,7.286515151515152,2011-01-24 16:05:00,2011-01-24 16:05:00,318
14132,11,3368,3586.0299999999997,17.930149999999998,2011-06-09 12:04:00,2011-12-07 13:35:00,1
14133,3,348,605.64,21.63,2011-01-28 11:27:00,2011-08-02 11:34:00,129
14135,15,3850,4690.31,35.00231343283583,2010-12-02 10:27:00,2011-12-08 11:38:00,1
14138,2,600,965.8800000000001,20.99739130434783,2011-10-07 09:38:00,2011-12-08 12:44:00,1
14139,1,510,415.82,15.993076923076924,2011-10-24 13:34:00,2011-10-24 13:34:00,45
14140,2,811,935.05,14.167424242424241,2011-11-08 11:20:00,2011-12-06 09:05:00,3
14141,4,355,915.13,22.87825,2011-08-26 14:40:00,2011-12-07 09:53:00,2
14142,1,313,311.81,14.173181818181819,2010-12-01 16:33:00,2010-12-01 16:33:00,372
14143,1,30,115.8,16.54285714285714,2011-07-29 09:48:00,2011-07-29 09:48:00,133
14145,4,756,3742.2,340.2,2011-05-06 13:01:00,2011-10-24 12:10:00,46
14146,5,2437,4191.0,19.957142857142856,2010-12-17 15:52:00,2011-12-01 10:18:00,8
14147,2,108,483.4,96.67999999999999,2011-02-27 11:42:00,2011-09-22 18:10:00,77
14148,1,16,157.2,52.4,2011-04-20 12:02:00,2011-04-20 12:02:00,233
14149,1,218,446.62,15.950714285714286,2011-05-03 09:44:00,2011-05-03 09:44:00,220
14150,2,496,658.64,25.33230769230769,2010-12-15 10:04:00,2011-11-04 10:05:00,35
14152,2,711,621.29,12.67938775510204,2011-04-19 15:46:00,2011-09-25 12:54:00,74
14154,2,465,1345.62,25.87730769230769,2011-04-14 15:58:00,2011-04-14 16:26:00,238
14155,1,25,118.75,19.791666666666668,2011-03-18 14:13:00,2011-03-18 14:13:00,265
14156,55,57768,117210.08,84.02156272401434,2010-12-03 11:48:00,2011-11-30 10:54:00,9
14157,2,271,424.89000000000004,9.236739130434783,2011-02-27 13:04:00,2011-11-20 11:32:00,19
14158,1,781,507.66,12.381951219512196,2011-10-30 15:08:00,2011-10-30 15:08:00,39
14159,11,4348,4630.35,3.9407234042553196,2010-12-12 11:17:00,2011-11-20 12:36:00,19
14161,3,450,1097.6200000000001,10.554038461538463,2010-12-05 13:18:00,2011-05-08 11:41:00,215
14162,2,142,289.36,11.5744,2011-02-20 12:32:00,2011-06-19 11:36:00,173
14163,4,893,2445.91,47.036730769230765,2011-04-14 17:33:00,2011-09-13 15:18:00,86
14164,2,1033,1631.77,56.26793103448276,2011-09-20 12:18:00,2011-09-30 12:24:00,70
14165,1,53,120.44,5.0183333333333335,2011-03-09 12:39:00,2011-03-09 12:39:00,275
14167,4,147,562.59,11.251800000000001,2011-01-12 15:44:00,2011-10-31 14:29:00,38
14171,1,167,363.79,6.272241379310345,2011-09-02 16:43:00,2011-09-02 16:43:00,97
14173,4,150,450.84,15.546206896551723,2011-05-04 14:03:00,2011-11-29 11:54:00,10
14174,1,94,134.46,5.171538461538462,2011-11-06 13:17:00,2011-11-06 13:17:00,32
14175,3,1515,3222.3,21.626174496644296,2011-01-14 12:22:00,2011-10-11 11:55:00,59
14176,4,209,576.9000000000001,18.609677419354842,2010-12-07 11:45:00,2011-02-15 13:12:00,296
14177,4,204,549.46,13.401463414634147,2011-06-13 11:10:00,2011-09-14 15:11:00,85
14178,7,1494,1600.26,5.032264150943396,2011-06-10 12:51:00,2011-12-01 12:01:00,8
14179,2,319,701.57,4.46859872611465,2011-10-18 14:00:00,2011-10-30 12:07:00,40
14180,25,719,4748.52,19.785500000000003,2010-12-02 13:08:00,2011-11-29 10:56:00,10
14184,1,127,452.89,18.870416666666667,2011-10-04 12:43:00,2011-10-04 12:43:00,66
14185,1,6,197.65,65.88333333333334,2011-01-12 13:52:00,2011-01-12 13:52:00,330
14188,6,1162,2054.36,31.605538461538462,2011-02-02 13:46:00,2011-11-09 12:45:00,30
14189,15,3937,4654.08,17.56256603773585,2010-12-06 11:42:00,2011-12-07 15:55:00,1
14191,13,3662,4684.76,18.08787644787645,2011-05-03 10:30:00,2011-12-08 09:23:00,1
14193,2,445,853.39,20.318809523809524,2011-03-15 11:38:00,2011-10-03 09:34:00,67
14194,21,5840,11349.52,19.601934369602763,2011-02-04 14:51:00,2011-12-05 10:38:00,4
14195,2,760,1012.0,144.57142857142858,2011-04-01 16:50:00,2011-05-22 10:29:00,201
14196,1,142,335.52,55.919999999999995,2011-08-25 10:25:00,2011-08-25 10:25:00,106
14198,4,290,701.4,17.984615384615385,2011-04-14 14:54:00,2011-11-21 16:35:00,17
14199,1,28,185.39999999999998,92.69999999999999,2011-05-05 13:44:00,2011-05-05 13:44:00,217
14201,7,590,747.44,20.20108108108108,2010-12-15 13:25:00,2011-10-10 13:27:00,59
14204,1,72,150.61,3.861794871794872,2011-12-07 13:38:00,2011-12-07 13:38:00,1
14205,2,204,466.7,19.445833333333333,2011-03-20 15:07:00,2011-11-23 10:55:00,16
14206,1,276,328.15999999999997,16.407999999999998,2011-04-14 16:38:00,2011-04-14 16:38:00,238
14208,1,114,151.74,15.174000000000001,2011-09-06 12:48:00,2011-09-06 12:48:00,94
14209,6,691,2073.43,23.83252873563218,2011-01-11 12:56:00,2011-11-29 10:18:00,10
14210,6,760,1905.8400000000001,18.684705882352944,2010-12-03 12:43:00,2011-08-26 12:36:00,105
14211,9,1242,2241.1,20.009821428571428,2011-02-17 15:50:00,2011-10-17 13:23:00,52
14212,1,1152,1070.48,118.94222222222223,2011-09-11 12:45:00,2011-09-11 12:45:00,89
14214,5,751,1004.38,14.990746268656716,2011-03-07 12:26:00,2011-11-09 10:31:00,30
14215,6,1358,1789.72,16.57148148148148,2010-12-06 15:34:00,2011-11-28 12:19:00,11
14216,4,594,1839.3,31.17457627118644,2011-11-02 10:51:00,2011-12-06 14:56:00,2
14217,17,689,2004.98,20.0498,2010-12-08 13:28:00,2011-12-08 11:53:00,1
14218,1,160,169.48000000000002,14.123333333333335,2011-10-28 10:00:00,2011-10-28 10:00:00,42
14219,1,78,89.94,12.848571428571429,2011-12-05 16:23:00,2011-12-05 16:23:00,3
14220,2,272,632.4,30.114285714285714,2010-12-16 18:18:00,2011-04-06 13:23:00,246
14221,9,2191,3432.8,17.78652849740933,2011-01-04 15:33:00,2011-10-28 13:42:00,41
14222,1,607,683.17,16.662682926829266,2011-06-15 16:42:00,2011-06-15 16:42:00,176
14223,3,585,991.13,16.518833333333333,2011-03-20 16:02:00,2011-09-08 13:38:00,91
14224,4,483,1009.73,8.93566371681416,2011-01-23 13:58:00,2011-08-21 13:24:00,109
14226,5,1296,2214.79,33.55742424242424,2011-03-15 15:36:00,2011-11-11 11:34:00,28
14227,10,1820,3350.96,19.148342857142858,2011-02-28 12:27:00,2011-11-13 15:48:00,25
14229,3,610,1547.2,38.68,2011-01-10 12:03:00,2011-10-19 10:04:00,51
14231,3,409,925.71,18.514200000000002,2011-02-24 11:55:00,2011-06-09 11:05:00,183
14232,5,1941,2048.07,17.80930434782609,2011-03-20 12:44:00,2011-10-28 11:09:00,42
14233,4,680,1462.72,41.792,2011-01-26 12:43:00,2011-10-21 15:54:00,48
14234,4,951,754.12,5.130068027210885,2011-10-13 13:58:00,2011-11-17 17:53:00,21
14235,5,1959,3144.86,39.80835443037975,2011-03-24 13:23:00,2011-09-25 14:37:00,74
14236,2,310,490.86,32.724000000000004,2010-12-02 18:49:00,2011-09-20 09:13:00,80
14237,1,38,161.0,17.88888888888889,2010-12-01 13:20:00,2010-12-01 13:20:00,372
14238,1,111,146.85,18.35625,2011-01-17 14:40:00,2011-01-17 14:40:00,325
14239,11,993,2380.85,21.257589285714285,2011-01-27 14:45:00,2011-10-27 14:40:00,42
14240,2,418,890.34,21.19857142857143,2011-04-28 11:40:00,2011-11-09 13:45:00,29
14241,1,146,213.70000000000002,21.37,2011-06-09 11:46:00,2011-06-09 11:46:00,183
14242,2,123,280.55,17.534375,2011-01-18 08:53:00,2011-04-19 11:46:00,234
14243,10,1221,2588.77,18.360070921985816,2010-12-09 08:34:00,2011-12-01 11:12:00,8
14245,2,976,1693.45,15.680092592592594,2011-03-21 10:41:00,2011-05-04 08:40:00,219
14246,3,804,1474.06,19.654133333333334,2011-04-08 08:25:00,2011-08-21 11:50:00,110
14247,1,47,136.76999999999998,6.838499999999999,2011-03-06 15:21:00,2011-03-06 15:21:00,277
14248,1,102,302.58,37.8225,2011-01-25 14:45:00,2011-01-25 14:45:00,317
14250,3,1200,1904.05,17.153603603603603,2011-09-11 13:44:00,2011-12-02 14:30:00,6
14251,5,1674,2879.7000000000003,36.91923076923077,2011-10-13 12:46:00,2011-12-08 08:32:00,1
14256,2,414,969.0600000000001,18.284150943396227,2010-12-10 11:44:00,2011-03-24 13:17:00,259
14257,5,1682,3099.7200000000003,29.242641509433966,2011-01-25 10:49:00,2011-10-06 16:54:00,63
14258,9,7100,12669.98,114.14396396396396,2011-01-06 12:18:00,2011-11-30 15:27:00,8
14259,1,68,120.0,24.0,2011-07-21 10:44:00,2011-07-21 10:44:00,141
14261,2,406,1163.45,22.37403846153846,2011-09-22 10:47:00,2011-10-20 10:04:00,50
14262,8,1645,2618.23,18.3093006993007,2011-04-13 12:23:00,2011-12-01 14:17:00,7
14264,2,70,333.97,19.64529411764706,2011-04-08 12:20:00,2011-07-08 10:20:00,154
14265,2,330,530.18,17.10258064516129,2011-07-14 09:10:00,2011-08-22 13:32:00,108
14267,3,530,1516.24,27.568,2011-03-24 11:38:00,2011-06-30 10:09:00,162
14270,1,197,492.65000000000003,16.98793103448276,2011-01-12 09:33:00,2011-01-12 09:33:00,331
14271,1,88,112.32,11.232,2011-04-28 12:47:00,2011-04-28 12:47:00,225
14272,2,599,437.96,13.271515151515151,2011-03-30 13:57:00,2011-09-27 10:08:00,73
14273,4,264,559.97,19.309310344827587,2011-04-11 13:24:00,2011-10-19 13:20:00,50
14276,3,744,1119.74,17.4959375,2011-02-23 09:38:00,2011-09-02 09:45:00,98
14277,3,1976,4188.0,18.864864864864863,2011-05-11 13:20:00,2011-11-24 15:01:00,14
14280,1,52,134.04,16.755,2011-05-27 10:37:00,2011-05-27 10:37:00,196
14282,15,2656,3701.44,24.035324675324677,2010-12-07 12:21:00,2011-12-06 17:04:00,2
14284,2,161,595.25,18.6015625,2011-09-14 13:04:00,2011-11-09 08:11:00,30
14285,4,541,1910.01,70.74111111111111,2011-06-16 12:36:00,2011-11-18 14:50:00,20
14286,3,4338,4628.75,16.53125,2011-04-11 08:16:00,2011-11-16 10:34:00,23
14287,3,261,176.63,19.625555555555554,2011-05-25 11:41:00,2011-12-01 13:25:00,7
14288,1,188,426.6,26.6625,2011-05-10 13:22:00,2011-05-10 13:22:00,212
14289,6,292,911.26,19.388510638297873,2011-02-23 12:33:00,2011-12-01 11:44:00,8
14290,5,915,2314.65,22.917326732673267,2010-12-13 10:24:00,2011-11-28 14:02:00,10
14291,11,2749,3883.25,16.385021097046412,2011-03-09 15:20:00,2011-12-08 10:26:00,1
14292,9,1663,4871.93,48.719300000000004,2011-03-02 08:26:00,2011-12-02 11:50:00,7
14293,4,709,1046.56,17.15672131147541,2010-12-06 10:18:00,2011-12-06 15:17:00,2
14295,1,84,166.20000000000002,33.24,2011-10-30 15:50:00,2011-10-30 15:50:00,39
14297,4,865,1305.33,21.053709677419352,2011-03-10 08:31:00,2011-11-22 09:06:00,17
14298,44,58343,51527.3,31.476664630421503,2010-12-14 12:59:00,2011-12-01 13:12:00,7
14299,9,2149,3965.62,27.73160839160839,2010-12-09 10:30:00,2011-12-01 16:05:00,7
14300,1,32,43.2,14.4,2011-11-21 08:57:00,2011-11-21 08:57:00,18
14301,1,606,640.14,49.24153846153846,2011-08-14 15:33:00,2011-08-14 15:33:00,116
14304,1,139,383.45,22.555882352941175,2011-05-01 11:50:00,2011-05-01 11:50:00,222
14305,3,1089,1858.96,17.70438095238095,2011-07-27 14:14:00,2011-09-29 15:29:00,70
14306,2,1075,2093.32,63.4339393939394,2011-09-15 10:31:00,2011-10-19 13:23:00,50
14307,6,2058,2995.72,16.642888888888887,2010-12-01 11:41:00,2011-09-12 09:38:00,88
14309,9,1633,2352.53,20.10709401709402,2010-12-16 13:05:00,2011-12-01 13:33:00,7
14311,1,146,310.26,15.513,2011-04-11 10:14:00,2011-04-11 10:14:00,242
14312,6,1012,1611.59,18.524022988505745,2011-01-06 16:35:00,2011-10-24 09:46:00,46
14314,1,296,120.0,15.0,2011-08-25 10:39:00,2011-08-25 10:39:00,106
14315,6,1021,2481.13,24.565643564356435,2011-03-18 12:59:00,2011-10-26 12:06:00,44
14317,1,255,508.58000000000004,21.190833333333334,2011-10-06 10:44:00,2011-10-06 10:44:00,64
14320,2,325,477.79,15.412580645161292,2011-01-11 09:12:00,2011-05-17 09:24:00,206
14321,5,2406,1530.75,12.445121951219512,2011-01-10 11:35:00,2011-11-29 09:47:00,10
14323,2,350,605.0600000000001,16.807222222222222,2011-04-15 11:44:00,2011-08-17 11:37:00,114
14326,1,103,183.85,22.98125,2011-04-11 15:04:00,2011-04-11 15:04:00,241
14327,1,139,311.65,25.97083333333333,2011-06-29 13:58:00,2011-06-29 13:58:00,162
14329,7,3087,4975.24,19.28387596899225,2011-01-14 13:42:00,2011-11-22 15:50:00,16
14331,2,252,462.65999999999997,16.523571428571426,2011-07-27 15:14:00,2011-08-07 13:17:00,123
14332,3,463,840.21,33.6084,2011-07-15 10:33:00,2011-11-17 11:54:00,22
14333,1,58,415.2,27.68,2011-10-03 10:38:00,2011-10-03 10:38:00,67
14334,8,1731,2552.21,15.754382716049383,2010-12-16 17:37:00,2011-11-23 10:01:00,16
14335,2,375,454.86,7.581,2011-09-04 13:07:00,2011-11-23 13:41:00,15
14336,4,1759,1614.91,17.943444444444445,2011-03-08 16:48:00,2011-11-23 11:40:00,16
14338,2,335,588.22,18.97483870967742,2011-05-27 13:30:00,2011-07-01 14:08:00,160
14339,1,168,309.52,22.108571428571427,2011-04-11 11:06:00,2011-04-11 11:06:00,242
14340,1,58,134.7,22.45,2011-05-05 09:44:00,2011-05-05 09:44:00,218
14341,8,1397,2166.98,16.92953125,2011-01-25 13:55:00,2011-10-25 15:48:00,44
14342,4,347,668.5600000000001,31.836190476190477,2011-05-13 13:50:00,2011-11-18 13:21:00,20
14344,8,477,889.9300000000001,12.534225352112676,2010-12-06 11:58:00,2011-08-04 13:51:00,126
14345,1,50,108.97999999999999,18.16333333333333,2011-11-01 09:51:00,2011-11-01 09:51:00,38
14346,2,605,1021.58,17.026333333333334,2011-02-15 13:52:00,2011-08-11 09:47:00,120
14348,1,183,409.57,22.753888888888888,2011-03-24 16:23:00,2011-03-24 16:23:00,259
14349,1,86,133.5,4.306451612903226,2011-11-29 15:39:00,2011-11-29 15:39:00,9
14350,1,183,282.93,15.718333333333334,2011-03-10 14:14:00,2011-03-10 14:14:00,273
14351,1,12,51.0,51.0,2011-06-28 11:56:00,2011-06-28 11:56:00,164
14352,4,538,1078.96,22.95659574468085,2011-03-11 14:58:00,2011-07-05 15:41:00,156
14353,1,64,90.6,15.1,2011-05-08 16:06:00,2011-05-08 16:06:00,214
14354,2,210,163.62,18.18,2011-11-09 15:36:00,2011-12-04 11:32:00,5
14355,1,92,174.4,15.854545454545455,2010-12-09 12:16:00,2010-12-09 12:16:00,365
